GN_code,Name,dist_to_nearest_hospital_km,nearest_hospital_id,dist_to_nearest_school_km,nearest_school_id
332,Rawanaella,2.2110069137519024,13421401573,1.998952024333455,13457718001
333,Karandagolla,4.185971230040767,11425549204,4.894868294379783,13457718001
334,Helayalkumbura,1.3851993170080394,5124245208,0.9197190662002999,3874859762
335,Kandepuhulpola,2.4502464785144866,3874862041,2.281539609251341,3874858928
336,Palleperuwa,3.2013398943392213,11425549204,1.6276393273475975,3596023117
337,Bogahakumbura1,0.5550642166689943,5124245209,0.5545371685554997,5124245210
338,Hingurugamuwa1,2.9211892667984505,9772452559,2.969638656062498,2921376820
339,Pallewela2,2.058644142539948,9774873911,0.618442484288443,10677516870
340,Kanawerella West,4.154846158967866,1945644723,4.260557889877535,1945644574
341,Alugolla,1.6691872156072025,5124245209,1.7313584335169951,1820038315
342,Welikadagama,4.022860039187526,9772452559,1.4975655608352108,2921376820
343,Medapitigama,4.41707751684195,13084509423,3.5712349272014503,6815543140
344,Alawathugoda,2.9842252650981047,5124245209,2.766136889881896,5124245210
345,Malpotha,2.6180271314132777,9772452559,1.3518337183070255,2921376820
346,Ambegoda,4.255908754912157,1818771616,1.7598501087314598,77844735
347,Govussa,3.446878032629677,11425573259,2.5077205741735185,13457718001
348,Heeloya,2.098986726685742,11966368769,1.3133934421445816,4999523726
349,Bandarawela West,4.526626160996013,1818771616,0.25044568140272516,12145454340
350,Ilukpelessa,5.690547666253313,11425573259,4.761478596477858,13457718001
351,Gonagala West,2.4957331429598963,1945644723,2.5745431488658013,1945644574
352,Thalangamuwa,7.146798496347695,1974694453,4.464063903150575,1974700307
353,Uma Ela,1.0548032595691001,2524559835,3.5988186232789103,11254370023
354,Busdulla,1.2024941220092389,2524559604,1.965336742178418,10677516870
355,Niliathugoda,1.6509490237115174,1819855346,1.459790892065037,6815543140
356,Kandana,5.827479924433897,3298298268,1.9077888733077732,2078581451
357,Uduhawara,3.1255580723497234,2524559835,2.9560279863265517,11254370023
358,Neludanda,2.2747568581418887,1819855346,1.9251931071987691,6815543140
359,Idamegama2,0.913091062600972,2524559835,3.2893205301962816,10677516870
360,Perawella,4.921769893754925,2524559835,2.181829731515872,11254370023
361,Hela Kadurugamuwa,1.8810191127650406,1818771616,2.135550913800018,6558184526
362,Unapana,1.1358577761310178,9774873911,0.9744991404896416,10677516870
363,Welamedagama,3.852555289366591,2524559835,3.229422338579235,11254370023
364,Mugunumatha East,5.048482212739312,3298298268,3.8776437420894165,6815543140
365,Pallegama1,3.1944190599579017,1819855346,3.316584918993903,1819855798
366,Unagolla,3.413976864779567,3298298268,3.6728703062132224,2078653445
367,Ambagasdowa2,3.170055441738424,3778409802,2.9304385548825005,3778409357
368,Tholabowatta,4.317249630648444,1945644723,4.241928272385082,1945644574
369,Palagolla,1.3943470400422886,1945644723,1.4049913499854794,1945644574
370,Medayaya,8.095211150693814,8637057563,2.869585401545073,4561229190
371,Ketakellagama,5.165045370571549,3778409802,1.0977450606882202,6528039309
372,Meeriyabedda,1.5762948445113942,1945644723,1.6012046186624895,1945644574
373,Ginnoruwa,2.1444101388693886,8637012205,16.514523758363257,5578246161
374,Ulhitiya,5.350666841058838,4265986683,14.88037559652309,6594587260
375,Belaganwewa,3.8585670168857362,8637012205,15.073137663260072,5578246161
376,Aluyatawela,3.7340627805235,8637012205,20.784076707726392,5578246161
377,Hebarawa,1.6356483534831179,8637012205,18.585351907349978,5578246161
