area_name,gn_number,total,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_plus,district,gn_name_pop,name_norm,Name,gn_name_boundary,pop_name_count,bnd_name_count,match_status,final_boundary_name,children,working,elderly,p_children,p_working,p_elderly_60plus,dependency_ratio,preschool,primary,junior_secondary,senior_secondary_plus,total_school_age,working_age_15_59,p_preschool,p_primary,p_junior_sec,p_senior_plus,p_school_age,education_dependency_ratio,elderly_65plus,p_elderly,Edu_Count,Health_Count,name_key,n_polygons,dist_hospital_km,dist_school_km,dist_hospital_max,dist_school_max,cluster_kmeans,priority_education,priority_health,priority_dual
Wattegama,124,1624,171,161,173,177,142,127,132,117,105,119,79,52,21,20,10,6,8,2,2,0,Monaragala,Wattegama,wattegama,Wattegama,Wattegama,1,1.0,AUTO_MATCH_OK,,505,1050,69,31.096059113300495,64.65517241379311,4.248768472906404,54.666666666666664,171,161,173,177,682,1050,10.529556650246304,9.913793103448276,10.652709359605911,10.899014778325125,41.995073891625616,64.95238095238095,48,2.955665024630542,0.0,0.0,wattegama,1.0,18.698573882644823,18.6869148097044,18.698573882644823,18.6869148097044,1,True,False,True
Wijayapura,124C,959,99,97,69,85,81,92,87,67,58,42,52,53,30,19,9,12,4,2,1,0,Monaragala,Wijayapura,wijayapura,Wijayapura,Wijayapura,1,1.0,AUTO_MATCH_OK,,265,617,77,27.632950990615225,64.3378519290928,8.02919708029197,55.42949756888168,99,97,69,85,350,617,10.323253388946819,10.114702815432743,7.194994786235662,8.86339937434828,36.496350364963504,56.72609400324149,47,4.900938477580814,0.0,0.0,wijayapura,1.0,12.670018632311155,27.724380556325016,12.670018632311155,27.724380556325016,1,True,False,True
Kotiyagala,124H,1690,180,194,114,166,124,172,182,111,99,86,75,52,45,31,25,16,15,2,1,0,Monaragala,Kotiyagala,kotiyagala,Kotiyagala,Kotiyagala,1,1.0,AUTO_MATCH_OK,,488,1067,135,28.875739644970416,63.13609467455621,7.988165680473373,58.38800374882849,180,194,114,166,654,1067,10.650887573964498,11.479289940828401,6.7455621301775155,9.822485207100591,38.69822485207101,61.293345829428304,90,5.325443786982249,0.0,0.0,kotiyagala,1.0,23.63894226311149,27.5799066979193,23.63894226311149,27.5799066979193,0,True,False,True
Tenwatta,130E,1516,138,141,124,120,94,94,136,132,120,107,87,70,59,41,27,14,9,0,3,0,Monaragala,Tenwatta,tenwatta,Tenwatta,Tenwatta,1,1.0,AUTO_MATCH_OK,,403,960,153,26.583113456464382,63.3245382585752,10.092348284960421,57.91666666666667,138,141,124,120,523,960,9.102902374670185,9.300791556728234,8.179419525065963,7.9155672823219,34.49868073878628,54.479166666666664,94,6.200527704485488,0.0,0.0,tenwatta,1.0,6.26564421415738,6.31245186812341,6.26564421415738,6.31245186812341,1,False,False,False
Guruhela,130F,1314,138,110,87,121,108,106,113,84,69,102,83,74,52,34,14,8,8,3,0,0,Monaragala,Guruhela,guruhela,,,2,,UNMATCHED,Guruhela,335,860,119,25.49467275494673,65.44901065449011,9.056316590563165,52.79069767441861,138,110,87,121,456,860,10.50228310502283,8.37138508371385,6.621004566210045,9.208523592085236,34.70319634703196,53.02325581395348,67,5.098934550989346,0.0,0.0,guruhela,2.0,6.973481398318105,11.34725212867485,7.683369278431468,16.856533413369277,1,False,False,False
Batugammana,130,780,66,64,72,68,50,56,57,61,64,54,54,40,22,21,10,8,9,3,0,1,Monaragala,Batugammana,batugammana,Batugammana,Batugammana,1,1.0,AUTO_MATCH_OK,,202,504,74,25.8974358974359,64.61538461538461,9.487179487179487,54.761904761904766,66,64,72,68,270,504,8.461538461538462,8.205128205128204,9.230769230769232,8.717948717948717,34.61538461538461,53.57142857142857,52,6.666666666666667,0.0,0.0,batugammana,1.0,7.817872874420378,4.457959532355203,7.817872874420378,4.457959532355203,1,False,False,False
Debeddekivula,130C,930,92,79,77,63,75,83,75,60,64,67,48,37,46,22,17,17,2,6,0,0,Monaragala,Debeddekivula,debeddekivula,Debeddekivula,Debeddekivula,1,1.0,AUTO_MATCH_OK,,248,572,110,26.666666666666668,61.505376344086024,11.827956989247312,62.58741258741259,92,79,77,63,311,572,9.89247311827957,8.494623655913978,8.279569892473118,6.774193548387098,33.44086021505376,54.37062937062937,64,6.881720430107527,0.0,0.0,debeddekivula,1.0,8.400116891208748,4.789027975479044,8.400116891208748,4.789027975479044,0,False,False,False
Weliyaya,130B,2248,215,193,190,184,178,268,209,149,146,107,124,79,88,50,23,24,17,2,1,1,Monaragala,Weliyaya,weliyaya,Weliyaya,Weliyaya,1,1.0,AUTO_MATCH_OK,,598,1444,206,26.601423487544483,64.23487544483986,9.163701067615659,55.67867036011081,215,193,190,184,782,1444,9.564056939501778,8.58540925266904,8.451957295373665,8.185053380782918,34.786476868327405,54.15512465373962,118,5.249110320284697,0.0,0.0,weliyaya,1.0,9.36247794844098,2.63855877231142,9.36247794844098,2.63855877231142,1,False,False,False
Rattanapitiya,130D,1361,129,106,94,106,129,141,153,73,64,74,88,94,55,18,15,14,4,4,0,0,Monaragala,Rattanapitiya,rattanapitiya,Rattanapitiya,Rattanapitiya,1,1.0,AUTO_MATCH_OK,,329,922,110,24.173401910360028,67.7443056576047,8.082292432035269,47.613882863340564,129,106,94,106,435,922,9.478324761204997,7.788390889052168,6.906686260102865,7.788390889052168,31.961792799412198,47.18004338394794,55,4.041146216017634,0.0,0.0,rattanapitiya,1.0,9.80981058545684,3.13375161044444,9.80981058545684,3.13375161044444,1,False,False,False
Nakkala,130A,1794,186,175,145,146,123,123,181,145,129,113,102,76,59,35,27,16,7,4,1,1,Monaragala,Nakkala,nakkala,Nakkala,Nakkala,1,1.0,AUTO_MATCH_OK,,506,1138,150,28.205128205128204,63.43366778149387,8.361204013377927,57.64499121265377,186,175,145,146,652,1138,10.367892976588628,9.75473801560758,8.082497212931996,8.138238573021182,36.34336677814939,57.29349736379613,91,5.072463768115942,0.0,0.0,nakkala,1.0,6.96294818051485,5.194389965200188,6.96294818051485,5.194389965200188,0,False,False,False
Hidikivula,129D,1912,165,188,150,181,136,141,166,120,129,120,117,105,93,41,32,13,10,3,0,2,Monaragala,Hidikivula,hidikivula,Hidikivula,Hidikivula,1,1.0,AUTO_MATCH_OK,,503,1215,194,26.30753138075314,63.54602510460251,10.146443514644352,57.36625514403292,165,188,150,181,684,1215,8.629707112970712,9.832635983263598,7.845188284518828,9.46652719665272,35.77405857740586,56.2962962962963,101,5.2824267782426775,0.0,0.0,hidikivula,1.0,8.992971029388675,2.7800867045584465,8.992971029388675,2.7800867045584465,1,False,False,False
Hulandawa,129C,2559,237,250,175,232,196,190,214,204,210,187,132,92,77,58,60,23,17,2,0,3,Monaragala,Hulandawa,hulandawa,Hulandawa,Hulandawa,1,1.0,AUTO_MATCH_OK,,662,1657,240,25.8694802657288,64.75185619382572,9.378663540445487,54.43572721786361,237,250,175,232,894,1657,9.261430246189919,9.769441187964048,6.838608831574835,9.066041422430636,34.93552168815944,53.95292697646349,163,6.369675654552559,1.0,0.0,hulandawa,1.0,11.03376778747293,1.0296397926067553,11.03376778747293,1.0296397926067553,1,False,False,False
Magandanamulla,129E,1981,192,196,138,132,129,160,195,184,139,136,114,81,60,47,40,19,13,2,4,0,Monaragala,Magandanamulla,magandanamulla,Magandanamulla,Magandanamulla,1,1.0,AUTO_MATCH_OK,,526,1270,185,26.552246340232205,64.10903584048461,9.33871781928319,55.98425196850394,192,196,138,132,658,1270,9.692074709742554,9.89399293286219,6.966178697627461,6.663301362948006,33.215547703180206,51.811023622047244,125,6.309944472488642,0.0,0.0,magandanamulla,1.0,11.198885952016738,1.0674840316302014,11.198885952016738,1.0674840316302014,0,False,False,False
Moneragala,129B,2531,205,196,191,256,243,246,206,171,167,161,162,112,85,46,40,25,8,8,1,2,Monaragala,Moneragala,moneragala,,,1,,UNMATCHED,Moneragala,592,1724,215,23.389964440932438,68.1153694192019,8.494666139865666,46.80974477958237,205,196,191,256,848,1724,8.09956538917424,7.743974713551956,7.546424338206243,10.114579217700513,33.504543658632954,49.187935034802784,130,5.136309758988542,0.0,0.0,monaragala,1.0,11.698762354217616,0.2435051532738693,11.698762354217616,0.2435051532738693,1,False,False,False
Aliyawatta,129I,1754,172,179,168,181,149,155,119,136,96,92,73,67,74,37,30,12,9,4,1,0,Monaragala,Aliyawatta,aliyawatta,Aliyawatta,Aliyawatta,1,1.0,AUTO_MATCH_OK,,519,1068,167,29.58950969213227,60.889395667046756,9.52109464082098,64.23220973782772,172,179,168,181,700,1068,9.806157354618016,10.205245153933866,9.578107183580387,10.31927023945268,39.908779931584945,65.54307116104869,93,5.3021664766248575,0.0,0.0,aliyawatta,1.0,12.371511090240668,2.9281323421136314,12.371511090240668,2.9281323421136314,0,False,False,False
Kolonvinna,127,1073,98,92,89,90,85,81,104,66,83,65,65,51,47,26,13,12,4,0,0,2,Monaragala,Kolonvinna,kolonvinna,Kolonvinna,Kolonvinna,1,1.0,AUTO_MATCH_OK,,279,690,104,26.001863932898416,64.30568499534017,9.692451071761417,55.507246376811594,98,92,89,90,369,690,9.133271202236719,8.574091332712023,8.294501397949674,8.387698042870456,34.38956197576887,53.47826086956522,57,5.312208760484623,0.0,0.0,kolonvinna,1.0,13.59015489657742,6.526405304058715,13.59015489657742,6.526405304058715,1,False,False,False
Bohitiya,127B,1664,196,156,119,153,135,188,175,94,92,91,78,63,62,23,23,11,1,0,3,1,Monaragala,Bohitiya,bohitiya,Bohitiya,Bohitiya,1,1.0,AUTO_MATCH_OK,,471,1069,124,28.305288461538463,64.24278846153845,7.451923076923077,55.659494855004674,196,156,119,153,624,1069,11.778846153846153,9.375,7.1514423076923075,9.194711538461538,37.5,58.37231057062675,62,3.7259615384615383,0.0,0.0,bohitiya,1.0,15.16312894869034,8.544761599371329,15.16312894869034,8.544761599371329,1,False,False,False
Kawdawa,129A,858,83,60,52,70,54,65,92,73,51,54,49,49,43,24,17,12,6,1,2,1,Monaragala,Kawdawa,kawdawa,Kawdawa,Kawdawa,1,1.0,AUTO_MATCH_OK,,195,557,106,22.727272727272727,64.91841491841492,12.354312354312354,54.039497307001795,83,60,52,70,265,557,9.673659673659674,6.993006993006993,6.0606060606060606,8.158508158508159,30.885780885780882,47.57630161579892,63,7.3426573426573425,0.0,0.0,kawdawa,1.0,12.34702857339802,4.497650289744064,12.34702857339802,4.497650289744064,1,False,False,False
Hulandawa Left,129G,1760,176,169,107,130,129,150,160,120,113,104,126,98,57,48,34,18,14,7,0,0,Monaragala,Hulandawa Left,hulandawa left,Hulandawa Left,Hulandawa Left,1,1.0,AUTO_MATCH_OK,,452,1130,178,25.681818181818183,64.20454545454545,10.113636363636363,55.75221238938053,176,169,107,130,582,1130,10.0,9.602272727272727,6.079545454545455,7.386363636363637,33.06818181818182,51.50442477876106,121,6.875000000000001,0.0,0.0,hulandawaleft,1.0,10.99245395741806,3.682537199248961,10.99245395741806,3.682537199248961,1,False,False,False
Viharamulla,129F,2461,221,219,179,196,186,191,228,168,192,175,148,125,89,58,36,27,6,12,3,2,Monaragala,Viharamulla,viharamulla,Viharamulla,Viharamulla,1,1.0,AUTO_MATCH_OK,,619,1609,233,25.152377082486794,65.3799268590004,9.4676960585128,52.95214418893723,221,219,179,196,815,1609,8.980089394555058,8.89882161722877,7.273466070702966,7.964242177976432,33.116619260463224,50.652579241765075,144,5.851279967492888,0.0,0.0,viharamulla,1.0,13.061584200248618,1.036533718789476,13.061584200248618,1.036533718789476,1,False,False,False
Muppane,129,3922,318,339,291,297,275,389,363,330,292,278,243,198,138,75,33,33,22,5,1,2,Monaragala,Muppane,muppane,Muppane,Muppane,1,1.0,AUTO_MATCH_OK,,948,2665,309,24.17134115247323,67.95002549719531,7.878633350331464,47.166979362101316,318,339,291,297,1245,2665,8.108108108108109,8.643549209586945,7.419683834778175,7.5726670066292705,31.7440081591025,46.71669793621013,171,4.360020397756246,1.0,0.0,muppane,1.0,11.618868818128732,0.592809804108696,11.618868818128732,0.592809804108696,1,False,False,False
Maduruketiya,131B,5082,477,509,466,488,433,420,464,327,301,281,269,239,145,118,77,33,11,9,6,9,Monaragala,Maduruketiya,maduruketiya,Maduruketiya,Maduruketiya,1,1.0,AUTO_MATCH_OK,,1452,3222,408,28.57142857142857,63.400236127508855,8.028335301062574,57.72811918063314,477,509,466,488,1940,3222,9.386068476977567,10.015741833923652,9.16961826052735,9.602518693427784,38.17394726485636,60.21104903786468,263,5.17512790240063,0.0,0.0,maduruketiya,1.0,9.373271032954053,4.429817853746787,9.373271032954053,4.429817853746787,1,False,False,False
Kumbukkana,131A,2251,238,208,199,210,181,185,195,140,139,137,107,109,86,46,35,21,6,6,2,1,Monaragala,Kumbukkana,kumbukkana,Kumbukkana,Kumbukkana,1,1.0,AUTO_MATCH_OK,,645,1403,203,28.653931585961796,62.327854286983566,9.018214127054643,60.44191019244476,238,208,199,210,855,1403,10.573078631719236,9.240337627721013,8.840515326521546,9.32918702798756,37.98311861394936,60.9408410548824,117,5.19768991559307,0.0,0.0,kumbukkana,1.0,5.988131787473792,6.061262813800683,5.988131787473792,6.061262813800683,1,False,False,False
Horombuwa,131C,2468,261,263,206,212,196,205,224,176,163,121,142,96,98,43,34,16,8,4,0,0,Monaragala,Horombuwa,horombuwa,Horombuwa,Horombuwa,1,1.0,AUTO_MATCH_OK,,730,1535,203,29.578606158833065,62.19611021069692,8.225283630470017,60.781758957654716,261,263,206,212,942,1535,10.575364667747165,10.656401944894652,8.346839546191248,8.589951377633712,38.16855753646677,61.36807817589577,105,4.254457050243112,0.0,0.0,horombuwa,1.0,1.6108324084849328,1.5895033623641774,1.6108324084849328,1.5895033623641774,0,False,False,False
Hulandawa South,129H,2411,241,217,177,193,165,218,208,180,147,149,126,129,95,61,44,31,18,5,7,0,Monaragala,Hulandawa South,hulandawa south,Hulandawa South,Hulandawa South,1,1.0,AUTO_MATCH_OK,,635,1515,261,26.337619245126504,62.8369970966404,10.825383658233099,59.14191419141914,241,217,177,193,828,1515,9.995852343425964,9.000414765657403,7.341352136043136,8.004977187888842,34.34259643301535,54.65346534653466,166,6.885109912899212,0.0,0.0,hulandawasouth,1.0,7.826837367658019,6.119206959162048,7.826837367658019,6.119206959162048,1,False,False,False
Marawa,125A,1442,150,105,85,126,115,115,124,96,106,99,80,63,62,42,34,21,9,6,4,0,Monaragala,Marawa,marawa,Marawa,Marawa,1,1.0,AUTO_MATCH_OK,,340,924,178,23.578363384188627,64.07766990291263,12.343966712898752,56.060606060606055,150,105,85,126,466,924,10.402219140083217,7.281553398058252,5.894590846047157,8.737864077669903,32.31622746185853,50.43290043290043,116,8.044382801664355,0.0,0.0,marawa,1.0,11.220755730152378,6.788321644732119,11.220755730152378,6.788321644732119,1,False,False,False
Veheragala,127A,943,93,84,74,83,75,81,92,72,61,61,50,38,31,23,4,13,6,0,1,1,Monaragala,Veheragala,veheragala,,,2,,UNMATCHED,Veheragala,251,613,79,26.617179215270415,65.00530222693531,8.377518557794273,53.833605220228385,93,84,74,83,334,613,9.862142099681867,8.907741251325557,7.84729586426299,8.8016967126193,35.418875927889715,54.48613376835236,48,5.090137857900318,0.0,0.0,veheragala,2.0,9.185531902564108,7.79999549316733,13.709439846134028,9.931442500394873,1,False,False,False
Thenagallanda,125B,1608,145,147,118,146,121,135,157,134,116,97,79,70,56,41,26,12,4,2,1,1,Monaragala,Thenagallanda,thenagallanda,Thenagallanda,Thenagallanda,1,1.0,AUTO_MATCH_OK,,410,1055,143,25.497512437810943,65.6094527363184,8.893034825870647,52.41706161137441,145,147,118,146,556,1055,9.017412935323383,9.14179104477612,7.338308457711443,9.07960199004975,34.57711442786069,52.70142180094787,87,5.410447761194029,0.0,0.0,thenagallanda,1.0,11.906402172398376,10.900775833843303,11.906402172398376,10.900775833843303,1,False,False,False
Kahambana,125,897,84,84,62,75,68,80,81,67,61,59,54,50,26,19,9,13,4,1,0,0,Monaragala,Kahambana,kahambana,Kahambana,Kahambana,1,1.0,AUTO_MATCH_OK,,230,595,72,25.64102564102564,66.33221850613154,8.02675585284281,50.7563025210084,84,84,62,75,305,595,9.364548494983277,9.364548494983277,6.911928651059086,8.361204013377927,34.002229654403564,51.26050420168067,46,5.128205128205128,0.0,0.0,kahambana,1.0,10.395074880504032,10.672775983959228,10.395074880504032,10.672775983959228,1,False,False,False
Gedavila,134D,545,47,40,36,46,35,34,36,34,30,39,43,28,26,24,14,14,13,3,3,0,Monaragala,Gedavila,gedavila,Gedavila,Gedavila,1,1.0,AUTO_MATCH_OK,,123,325,97,22.568807339449542,59.63302752293578,17.79816513761468,67.6923076923077,47,40,36,46,169,325,8.623853211009175,7.339449541284404,6.605504587155964,8.440366972477065,31.009174311926607,52.0,71,13.027522935779817,0.0,0.0,gedavila,1.0,4.291810908962657,4.4053083029081535,4.291810908962657,4.4053083029081535,1,False,False,False
Karandagama,133A,1043,108,85,74,93,66,97,82,63,59,70,82,76,38,17,12,12,7,1,1,0,Monaragala,Karandagama,karandagama,Karandagama,Karandagama,1,1.0,AUTO_MATCH_OK,,267,688,88,25.599232981783317,65.96356663470758,8.437200383509108,51.59883720930233,108,85,74,93,360,688,10.354745925215724,8.149568552253115,7.094918504314478,8.916586768935762,34.51581975071908,52.32558139534884,50,4.793863854266539,0.0,0.0,karandagama,1.0,5.042948433345908,5.183968843073289,5.042948433345908,5.183968843073289,1,False,False,False
Ella,134F,765,95,75,64,50,54,74,74,49,46,53,38,45,19,15,10,3,0,1,0,0,Monaragala,Ella,ella,Ella,Ella,1,1.0,AUTO_MATCH_OK,,234,483,48,30.58823529411765,63.13725490196078,6.2745098039215685,58.38509316770186,95,75,64,50,284,483,12.418300653594772,9.803921568627452,8.366013071895424,6.535947712418301,37.12418300653595,58.7991718426501,29,3.7908496732026142,0.0,6.0,ella,2.0,2.2699166925566265,2.7127790746236218,4.388617533374216,4.526131249747005,0,False,False,False
Pallegama,134E,456,45,31,30,33,36,42,37,26,28,47,44,21,16,8,6,3,2,0,1,0,Monaragala,Pallegama,pallegama,,,2,,UNMATCHED,Pallegama,106,314,36,23.24561403508772,68.85964912280701,7.894736842105263,45.22292993630573,45,31,30,33,139,314,9.868421052631579,6.798245614035088,6.578947368421052,7.236842105263158,30.482456140350877,44.26751592356688,20,4.385964912280701,0.0,0.0,pallegama,4.0,4.037900484676071,4.162402177620708,8.191696301615766,29.998887873225723,1,False,False,False
Thalawagama,134B,1102,111,95,88,90,81,96,75,77,74,76,72,70,35,22,21,10,6,2,1,0,Monaragala,Thalawagama,thalawagama,Thalawagama,Thalawagama,1,1.0,AUTO_MATCH_OK,,294,711,97,26.678765880217785,64.51905626134301,8.802177858439201,54.9929676511955,111,95,88,90,384,711,10.072595281306715,8.620689655172415,7.985480943738657,8.166969147005444,34.84573502722323,54.008438818565395,62,5.626134301270418,0.0,0.0,thalawagama,1.0,4.3035187533994606,4.34150862137292,4.3035187533994606,4.34150862137292,1,False,False,False
Mailagasthenna,134G,851,86,64,54,79,65,87,73,64,46,53,60,42,31,19,13,7,6,1,0,1,Monaragala,Mailagasthenna,mailagasthenna,Mailagasthenna,Mailagasthenna,1,1.0,AUTO_MATCH_OK,,204,569,78,23.971797884841365,66.86251468860165,9.16568742655699,49.56063268892794,86,64,54,79,283,569,10.105757931844888,7.520564042303173,6.345475910693302,9.283196239717979,33.25499412455934,49.73637961335677,47,5.522914218566393,0.0,0.0,mailagasthenna,1.0,3.724432587064889,3.805870072781609,3.724432587064889,3.805870072781609,1,False,False,False
Karavila,134A,914,79,76,54,80,76,74,93,69,46,62,55,51,34,31,19,11,2,1,0,1,Monaragala,Karavila,karavila,Karavila,Karavila,1,1.0,AUTO_MATCH_OK,,209,606,99,22.86652078774617,66.3019693654267,10.831509846827133,50.82508250825083,79,76,54,80,289,606,8.643326039387308,8.315098468271334,5.908096280087528,8.752735229759299,31.61925601750547,47.68976897689769,65,7.11159737417943,0.0,0.0,karavila,1.0,2.267437333944299,2.38870780228577,2.267437333944299,2.38870780228577,1,False,False,False
Madamagama,133D,951,99,75,66,78,69,86,90,62,59,61,70,39,39,23,16,7,5,3,2,2,Monaragala,Madamagama,madamagama,Madamagama,Madamagama,1,1.0,AUTO_MATCH_OK,,240,614,97,25.236593059936908,64.56361724500526,10.199789695057834,54.88599348534202,99,75,66,78,318,614,10.410094637223976,7.886435331230284,6.940063091482649,8.201892744479496,33.4384858044164,51.79153094462541,58,6.0988433228180865,0.0,1.0,madamagama,1.0,2.141568326739307,2.275288383198412,2.141568326739307,2.275288383198412,1,False,False,False
Wekumbura,134,720,62,58,65,63,48,50,58,39,36,52,64,40,29,24,15,9,5,2,1,0,Monaragala,Wekumbura,wekumbura,Wekumbura,Wekumbura,1,1.0,AUTO_MATCH_OK,,185,450,85,25.694444444444443,62.5,11.805555555555555,60.0,62,58,65,63,248,450,8.61111111111111,8.055555555555555,9.027777777777777,8.75,34.44444444444444,55.111111111111114,56,7.777777777777778,0.0,1.0,wekumbura,1.0,2.0647413087281548,2.133334930931428,2.0647413087281548,2.133334930931428,1,False,False,False
Maiyokka Watta,134C,846,93,93,72,69,43,57,68,71,48,43,49,47,36,22,14,11,8,2,0,0,Monaragala,Maiyokka Watta,maiyokka watta,Maiyokka Watta,Maiyokka Watta,1,1.0,AUTO_MATCH_OK,,258,495,93,30.49645390070922,58.51063829787234,10.99290780141844,70.9090909090909,93,93,72,69,327,495,10.99290780141844,10.99290780141844,8.51063829787234,8.156028368794328,38.652482269503544,66.06060606060606,57,6.73758865248227,0.0,0.0,maiyokkawatta,1.0,3.370200296408826,3.4293996532717936,3.370200296408826,3.4293996532717936,0,False,False,False
Waradola,135,1308,145,129,129,90,80,103,89,60,66,85,103,75,61,29,33,20,4,3,2,2,Monaragala,Waradola,waradola,Waradola,Waradola,1,1.0,AUTO_MATCH_OK,,403,751,154,30.81039755351682,57.415902140672785,11.773700305810397,74.16777629826898,145,129,129,90,493,751,11.085626911314984,9.862385321100918,9.862385321100918,6.8807339449541285,37.691131498470945,65.64580559254327,93,7.110091743119266,0.0,0.0,waradola,1.0,4.986126815227624,5.019194530066882,4.986126815227624,5.019194530066882,0,False,False,False
Ankada,135C,734,66,69,59,51,46,59,56,43,51,60,50,30,37,23,17,10,2,3,2,0,Monaragala,Ankada,ankada,Ankada,Ankada,1,1.0,AUTO_MATCH_OK,,194,446,94,26.430517711171664,60.76294277929155,12.806539509536785,64.57399103139014,66,69,59,51,245,446,8.991825613079019,9.400544959128066,8.038147138964577,6.948228882833788,33.37874659400545,54.932735426008975,57,7.7656675749318795,0.0,0.0,ankada,1.0,5.190656001935859,5.172272431736241,5.190656001935859,5.172272431736241,0,False,False,False
Kotamuduna,135A,924,76,98,89,61,45,52,69,66,57,61,62,54,34,35,30,20,9,3,2,1,Monaragala,Kotamuduna,kotamuduna,Kotamuduna,Kotamuduna,1,1.0,AUTO_MATCH_OK,,263,527,134,28.463203463203463,57.03463203463204,14.502164502164502,75.33206831119544,76,98,89,61,324,527,8.225108225108226,10.606060606060606,9.632034632034632,6.6017316017316015,35.064935064935064,61.48007590132827,100,10.822510822510822,0.0,0.0,kotamuduna,1.0,5.308950802500081,5.3229384744866,5.308950802500081,5.3229384744866,0,False,False,False
Alupotha,132,1939,239,230,204,159,149,153,151,99,102,94,96,79,65,56,31,16,8,7,1,0,Monaragala,Alupotha,alupotha,Alupotha,Alupotha,1,1.0,AUTO_MATCH_OK,,673,1082,184,34.70861268695204,55.8019597730789,9.489427539969055,79.20517560073938,239,230,204,159,832,1082,12.325941206807633,11.861784424961321,10.520887055183085,8.200103145951521,42.90871583290356,76.89463955637707,119,6.137184115523466,0.0,0.0,alupotha,1.0,3.661035050319894,3.6289040698846486,3.661035050319894,3.6289040698846486,0,False,False,False
Wasipaha,133,1220,131,111,78,103,85,102,100,74,57,84,83,72,57,29,19,15,9,8,2,1,Monaragala,Wasipaha,wasipaha,Wasipaha,Wasipaha,1,1.0,AUTO_MATCH_OK,,320,760,140,26.229508196721312,62.295081967213115,11.475409836065573,60.526315789473685,131,111,78,103,423,760,10.737704918032787,9.098360655737705,6.393442622950819,8.442622950819672,34.67213114754099,55.65789473684211,83,6.80327868852459,0.0,0.0,wasipaha,1.0,2.0580248960580216,1.9884042165259297,2.0580248960580216,1.9884042165259297,1,False,False,False
Badalkumbura,133B,1687,167,138,115,139,139,166,133,130,120,123,93,78,62,27,17,16,15,3,3,3,Monaragala,Badalkumbura,badalkumbura,Badalkumbura,Badalkumbura,1,1.0,AUTO_MATCH_OK,,420,1121,146,24.896265560165975,66.44931831653822,8.65441612329579,50.490633363068696,167,138,115,139,559,1121,9.89922940130409,8.180201541197391,6.816834617664493,8.239478363959691,33.13574392412566,49.866190900981266,84,4.979253112033195,0.0,0.0,badalkumbura,1.0,1.0831876785579373,0.9660847605007404,1.0831876785579373,0.9660847605007404,1,False,False,False
Maligathenna,133C,1125,103,92,73,98,82,96,86,71,67,69,78,78,49,27,25,18,7,4,2,0,Monaragala,Maligathenna,maligathenna,Maligathenna,Maligathenna,1,1.0,AUTO_MATCH_OK,,268,725,132,23.822222222222223,64.44444444444444,11.733333333333333,55.172413793103445,103,92,73,98,366,725,9.155555555555555,8.177777777777779,6.488888888888889,8.71111111111111,32.53333333333333,50.48275862068966,83,7.377777777777777,1.0,0.0,maligathenna,5.0,4.036949649288791,1.465960566914105,4.431668936954159,6.08265987468814,1,False,False,False
Yakurawa,131,1219,126,106,79,78,73,102,120,84,83,74,80,58,65,40,25,18,6,1,1,0,Monaragala,Yakurawa,yakurawa,Yakurawa,Yakurawa,1,1.0,AUTO_MATCH_OK,,311,752,156,25.512715340442988,61.68990976210008,12.797374897456931,62.10106382978723,126,106,79,78,389,752,10.336341263330599,8.695652173913043,6.480721903199344,6.398687448728466,31.91140278917145,51.72872340425532,91,7.465135356849877,0.0,0.0,yakurawa,1.0,5.269901315994895,5.177683918835162,5.269901315994895,5.177683918835162,0,False,False,False
Therappahuwa,131D,1445,142,132,104,117,103,102,116,120,94,101,78,76,55,46,28,15,14,0,1,1,Monaragala,Therappahuwa,therappahuwa,Therappahuwa,Therappahuwa,1,1.0,AUTO_MATCH_OK,,378,907,160,26.15916955017301,62.76816608996539,11.072664359861593,59.31642778390298,142,132,104,117,495,907,9.826989619377164,9.134948096885813,7.197231833910036,8.09688581314879,34.2560553633218,54.5755237045204,105,7.26643598615917,0.0,0.0,therappahuwa,1.0,6.023081954578822,5.754025794698121,6.023081954578822,5.754025794698121,1,False,False,False
Punsisigama,139A,891,89,75,62,61,72,64,76,55,59,51,69,60,40,26,18,8,6,0,0,0,Monaragala,Punsisigama,punsisigama,Punsisigama,Punsisigama,1,1.0,AUTO_MATCH_OK,,226,567,98,25.364758698092032,63.63636363636363,10.998877665544333,57.14285714285714,89,75,62,61,287,567,9.988776655443322,8.417508417508419,6.958473625140292,6.846240179573512,32.210998877665546,50.617283950617285,58,6.509539842873176,0.0,0.0,punsisigama,1.0,3.3595499611267967,3.2242234410097854,3.3595499611267967,3.2242234410097854,1,False,False,False
Madugahapattiya,139E,1164,118,104,103,98,78,86,98,81,75,81,72,54,42,22,21,14,12,0,3,2,Monaragala,Madugahapattiya,madugahapattiya,Madugahapattiya,Madugahapattiya,1,1.0,AUTO_MATCH_OK,,325,723,116,27.920962199312715,62.11340206185567,9.965635738831615,60.99585062240664,118,104,103,98,423,723,10.137457044673539,8.934707903780069,8.848797250859107,8.419243986254296,36.340206185567006,58.50622406639005,74,6.357388316151202,0.0,0.0,madugahapattiya,1.0,1.9305762787718288,1.797473623381187,1.9305762787718288,1.797473623381187,1,False,False,False
