area_name,gn_number,total,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_plus,district,gn_name_pop,name_norm,Name,gn_name_boundary,pop_name_count,bnd_name_count,match_status,final_boundary_name,children,working,elderly,p_children,p_working,p_elderly_60plus,dependency_ratio,preschool,primary,junior_secondary,senior_secondary_plus,total_school_age,working_age_15_59,p_preschool,p_primary,p_junior_sec,p_senior_plus,p_school_age,education_dependency_ratio,elderly_65plus,p_elderly,Edu_Count,Health_Count,name_key,n_polygons,dist_hospital_km,dist_school_km,dist_hospital_max,dist_school_max,cluster_kmeans,priority_education,priority_health,priority_dual
Budugekanda,29A,467,34,54,40,37,35,26,25,29,33,24,38,29,22,18,10,3,5,4,0,1,Badulla,Budugekanda,budugekanda,Budugekanda,Budugekanda,1,1.0,AUTO_MATCH_OK,,128,276,63,27.40899357601713,59.100642398286936,13.49036402569593,69.20289855072464,34,54,40,37,165,276,7.28051391862955,11.563169164882227,8.565310492505352,7.922912205567452,35.33190578158458,59.78260869565217,41,8.779443254817988,0.0,0.0,budugekanda,1.0,2.5999967131916333,2.871548095843171,2.5999967131916333,2.871548095843171,0,False,False,False
Pallekanda,29B,424,50,50,29,36,45,21,36,25,25,23,26,20,13,7,7,5,3,1,1,1,Badulla,Pallekanda,pallekanda,Pallekanda,Pallekanda,1,1.0,AUTO_MATCH_OK,,129,257,38,30.424528301886795,60.613207547169814,8.962264150943396,64.98054474708171,50,50,29,36,165,257,11.79245283018868,11.79245283018868,6.839622641509433,8.49056603773585,38.91509433962264,64.2023346303502,25,5.89622641509434,0.0,0.0,pallekanda,1.0,2.414687712894191,2.674547985849848,2.414687712894191,2.674547985849848,0,False,False,False
Boliyadda,23A,956,91,103,74,77,66,72,67,71,70,64,68,36,43,19,14,12,8,0,1,0,Badulla,Boliyadda,boliyadda,Boliyadda,Boliyadda,1,1.0,AUTO_MATCH_OK,,268,591,97,28.03347280334728,61.82008368200837,10.146443514644352,61.75972927241963,91,103,74,77,345,591,9.518828451882845,10.774058577405858,7.740585774058577,8.05439330543933,36.087866108786606,58.37563451776649,54,5.648535564853557,0.0,0.0,boliyadda,1.0,1.5662149484186525,1.7543512896587827,1.5662149484186525,1.7543512896587827,0,False,False,False
Pathanegedara,24B,532,41,62,52,36,31,36,45,38,35,38,32,23,24,14,11,8,2,4,0,0,Badulla,Pathanegedara,pathanegedara,Pathanegedara,Pathanegedara,1,1.0,AUTO_MATCH_OK,,155,314,63,29.135338345864664,59.02255639097744,11.842105263157894,69.42675159235668,41,62,52,36,191,314,7.7067669172932325,11.654135338345863,9.774436090225564,6.7669172932330826,35.902255639097746,60.828025477707,39,7.330827067669173,0.0,0.0,pathanegedara,1.0,1.8021644343157743,1.618571019858574,1.8021644343157743,1.618571019858574,0,False,False,False
Egodawela,24,557,73,38,52,39,36,41,35,35,43,35,25,35,25,22,7,8,6,1,1,0,Badulla,Egodawela,egodawela,Egodawela,Egodawela,1,1.0,AUTO_MATCH_OK,,163,324,70,29.263913824057454,58.16876122082585,12.567324955116696,71.91358024691358,73,38,52,39,202,324,13.10592459605027,6.822262118491921,9.33572710951526,7.001795332136446,36.2657091561939,62.34567901234568,45,8.07899461400359,0.0,0.0,egodawela,1.0,2.389707676532191,2.1215266166087114,2.389707676532191,2.1215266166087114,0,False,False,False
Wattekele,24A,287,22,17,18,15,25,27,20,20,13,10,16,26,19,14,8,7,4,6,0,0,Badulla,Wattekele,wattekele,Wattekele,Wattekele,1,1.0,AUTO_MATCH_OK,,57,172,58,19.860627177700348,59.93031358885017,20.209059233449477,66.86046511627907,22,17,18,15,72,172,7.665505226480835,5.923344947735192,6.2717770034843205,5.2264808362369335,25.087108013937282,41.86046511627907,39,13.588850174216027,0.0,0.0,wattekele,1.0,3.0042449591049443,2.730636509626692,3.0042449591049443,2.730636509626692,1,False,False,False
Pussellawa,23AA,1218,81,87,87,72,76,110,127,112,136,91,83,53,40,33,14,8,6,1,1,0,Badulla,Pussellawa,pussellawa,Pussellawa,Pussellawa,1,1.0,AUTO_MATCH_OK,,255,860,103,20.935960591133004,70.60755336617406,8.456486042692939,41.627906976744185,81,87,87,72,327,860,6.65024630541872,7.142857142857142,7.142857142857142,5.911330049261084,26.84729064039409,38.02325581395349,63,5.172413793103448,1.0,0.0,pussellawa,2.0,3.3163459880024213,3.946962002701805,5.6133089566759296,6.954473285365469,1,False,False,False
Pussellakanda,28A,892,71,86,72,86,54,54,61,45,69,61,70,41,40,31,17,17,11,4,1,1,Badulla,Pussellakanda,pussellakanda,Pussellakanda,Pussellakanda,1,1.0,AUTO_MATCH_OK,,229,541,122,25.672645739910315,60.65022421524664,13.67713004484305,64.87985212569316,71,86,72,86,315,541,7.959641255605381,9.641255605381167,8.071748878923767,9.641255605381167,35.313901345291484,58.225508317929766,82,9.192825112107624,0.0,0.0,pussellakanda,1.0,2.278916462676936,2.4169263825064875,2.278916462676936,2.4169263825064875,1,False,False,False
Moragolla,29,537,42,50,40,34,38,40,39,33,48,33,29,29,26,17,18,11,3,5,2,0,Badulla,Moragolla,moragolla,Moragolla,Moragolla,1,1.0,AUTO_MATCH_OK,,132,323,82,24.581005586592177,60.14897579143389,15.27001862197393,66.25386996904025,42,50,40,34,166,323,7.82122905027933,9.31098696461825,7.4487895716946,6.33147113594041,30.91247672253259,51.39318885448917,56,10.42830540037244,0.0,0.0,moragolla,1.0,3.348432025614957,3.592980112232889,3.348432025614957,3.592980112232889,0,False,False,False
Dikpitiya,34A,916,74,77,88,73,58,53,59,54,48,77,72,62,40,28,25,15,9,2,1,1,Badulla,Dikpitiya,dikpitiya,Dikpitiya,Dikpitiya,1,1.0,AUTO_MATCH_OK,,239,556,121,26.091703056768562,60.698689956331876,13.209606986899564,64.74820143884892,74,77,88,73,312,556,8.078602620087336,8.406113537117903,9.606986899563319,7.969432314410481,34.06113537117904,56.11510791366906,81,8.842794759825328,0.0,0.0,dikpitiya,1.0,4.78759117825554,5.035237690817846,4.78759117825554,5.035237690817846,1,False,False,False
Ledgerwatta,27C,924,93,109,93,59,48,87,77,57,55,50,58,44,43,25,14,10,2,0,0,0,Badulla,Ledgerwatta,ledgerwatta,Ledgerwatta,Ledgerwatta,1,1.0,AUTO_MATCH_OK,,295,535,94,31.926406926406926,57.9004329004329,10.173160173160174,72.71028037383176,93,109,93,59,354,535,10.064935064935066,11.796536796536797,10.064935064935066,6.3852813852813854,38.311688311688314,66.16822429906543,51,5.51948051948052,0.0,0.0,ledgerwatta,1.0,5.765861329463534,4.6216415827438135,5.765861329463534,4.6216415827438135,0,False,False,False
Idamegama,27B,1493,134,153,136,97,67,95,126,86,102,94,107,91,66,62,42,21,10,1,2,1,Badulla,Idamegama,idamegama,,,4,,UNMATCHED,idamegama,423,865,205,28.33221701272606,57.9370395177495,13.730743469524448,72.60115606936417,134,153,136,97,520,865,8.97521768251842,10.247823174815807,9.109176155391827,6.496985934360349,34.8292029470864,60.115606936416185,139,9.310113864701943,0.0,0.0,idamegama,4.0,1.4754810569652583,2.257133483510511,5.060656159944287,3.536553634335628,0,False,False,False
Soranathota,28,914,84,80,72,73,60,70,59,45,55,60,72,63,42,16,25,25,3,7,2,1,Badulla,Soranathota,soranathota,Soranathota,Soranathota,1,1.0,AUTO_MATCH_OK,,236,557,121,25.82056892778993,60.94091903719912,13.238512035010942,64.09335727109516,84,80,72,73,309,557,9.190371991247265,8.752735229759299,7.87746170678337,7.986870897155361,33.8074398249453,55.475763016157984,79,8.643326039387308,0.0,0.0,soranathota,1.0,4.266839341277205,3.6682526484897298,4.266839341277205,3.6682526484897298,1,False,False,False
Yatilellagama,26A,775,56,75,63,87,58,47,46,51,65,56,56,41,23,13,14,13,8,3,0,0,Badulla,Yatilellagama,yatilellagama,Yatilellagama,Yatilellagama,1,1.0,AUTO_MATCH_OK,,194,507,74,25.032258064516128,65.41935483870968,9.548387096774194,52.85996055226825,56,75,63,87,281,507,7.225806451612904,9.67741935483871,8.129032258064516,11.225806451612904,36.25806451612903,55.42406311637082,51,6.580645161290323,0.0,0.0,yatilellagama,1.0,3.158462188914052,3.1356049118021785,3.158462188914052,3.1356049118021785,1,False,False,False
Ambagasdowa,25C,790,62,82,72,66,63,54,57,60,44,67,52,39,28,18,14,7,3,1,1,0,Badulla,Ambagasdowa,ambagasdowa,,,2,,UNMATCHED,ambagasdowa,216,502,72,27.341772151898734,63.54430379746835,9.113924050632912,57.37051792828686,62,82,72,66,282,502,7.848101265822785,10.379746835443038,9.113924050632912,8.354430379746836,35.69620253164557,56.17529880478087,44,5.5696202531645564,0.0,0.0,ambagasdowa,2.0,1.8819993716915357,2.8812999714847667,3.170055441738424,2.9304385548825005,1,False,False,False
Ketakellagama,25B,1129,108,110,91,87,81,93,70,68,81,79,77,61,49,34,14,13,7,2,0,4,Badulla,Ketakellagama,ketakellagama,Ketakellagama,Ketakellagama,1,1.0,AUTO_MATCH_OK,,309,697,123,27.369353410097432,61.736049601417186,10.894596988485384,61.979913916786224,108,110,91,87,396,697,9.565987599645705,9.743135518157661,8.060230292294065,7.705934455270151,35.075287865367585,56.81492109038737,74,6.554472984942426,0.0,0.0,ketakellagama,1.0,5.165045370571549,1.0977450606882202,5.165045370571549,1.0977450606882202,0,False,False,False
Kuttiyagolla,25A,1019,92,93,104,82,73,81,54,74,74,54,63,44,53,23,26,10,11,6,1,1,Badulla,Kuttiyagolla,kuttiyagolla,Kuttiyagolla,Kuttiyagolla,1,1.0,AUTO_MATCH_OK,,289,599,131,28.361138370951917,58.783120706575076,12.855740922473014,70.11686143572621,92,93,104,82,371,599,9.028459273797841,9.126594700686947,10.206084396467125,8.04710500490677,36.40824337585868,61.93656093489148,78,7.654563297350343,1.0,0.0,kuttiyagolla,1.0,5.536706167853628,0.6868324357526806,5.536706167853628,0.6868324357526806,0,False,False,False
Angoda,25,515,42,42,49,53,40,38,24,27,43,48,30,20,15,19,14,4,4,1,0,2,Badulla,Angoda,angoda,Angoda,Angoda,1,1.0,AUTO_MATCH_OK,,133,323,59,25.8252427184466,62.71844660194175,11.45631067961165,59.44272445820433,42,42,49,53,186,323,8.155339805825243,8.155339805825243,9.514563106796116,10.29126213592233,36.116504854368934,57.585139318885446,44,8.54368932038835,0.0,0.0,angoda,1.0,5.139834229093188,1.294520767493046,5.139834229093188,1.294520767493046,1,False,False,False
Kosgolla,25D,806,71,70,61,70,57,54,59,62,48,49,46,43,45,32,20,7,10,0,2,0,Badulla,Kosgolla,kosgolla,Kosgolla,Kosgolla,1,1.0,AUTO_MATCH_OK,,202,488,116,25.06203473945409,60.545905707196034,14.392059553349876,65.1639344262295,71,70,61,70,272,488,8.808933002481389,8.6848635235732,7.568238213399504,8.6848635235732,33.7468982630273,55.73770491803278,71,8.808933002481389,1.0,0.0,kosgolla,1.0,4.256719456649797,1.636426310587236,4.256719456649797,1.636426310587236,1,False,False,False
Rideepana,26C,1830,130,158,153,150,127,129,124,145,141,136,123,105,72,48,38,28,17,4,1,1,Badulla,Rideepana,rideepana,Rideepana,Rideepana,1,1.0,AUTO_MATCH_OK,,441,1180,209,24.098360655737704,64.48087431693989,11.420765027322405,55.08474576271186,130,158,153,150,591,1180,7.103825136612022,8.633879781420765,8.360655737704919,8.19672131147541,32.295081967213115,50.08474576271187,137,7.4863387978142075,0.0,0.0,rideepana,1.0,3.311991421988745,2.016737544573028,3.311991421988745,2.016737544573028,1,False,False,False
Kohovila,26,1343,115,145,131,98,84,93,90,96,81,91,100,53,55,38,38,18,8,4,2,3,Badulla,Kohovila,kohovila,Kohovila,Kohovila,1,1.0,AUTO_MATCH_OK,,391,786,166,29.11392405063291,58.52568875651526,12.360387192851825,70.86513994910942,115,145,131,98,489,786,8.562918838421444,10.796723752792255,9.75428145941921,7.297096053611318,36.41102010424423,62.213740458015266,111,8.265078183172003,0.0,0.0,kohovila,1.0,2.452558916661117,1.577361774893428,2.452558916661117,1.577361774893428,0,False,False,False
Kithulwattagama,26B,636,56,43,60,53,40,41,40,42,47,56,36,40,27,14,22,8,5,4,1,1,Badulla,Kithulwattagama,kithulwattagama,Kithulwattagama,Kithulwattagama,1,1.0,AUTO_MATCH_OK,,159,395,82,25.0,62.106918238993714,12.89308176100629,61.01265822784811,56,43,60,53,212,395,8.80503144654088,6.761006289308176,9.433962264150944,8.333333333333332,33.33333333333333,53.67088607594936,55,8.647798742138365,0.0,0.0,kithulwattagama,1.0,2.776515879322159,1.4788974586450725,2.776515879322159,1.4788974586450725,1,False,False,False
Kirioruwa,27,1700,170,156,165,134,96,104,113,91,128,93,131,90,78,63,47,26,10,4,1,0,Badulla,Kirioruwa,kirioruwa,,,2,,UNMATCHED,kirioruwa,491,980,229,28.88235294117647,57.647058823529406,13.470588235294118,73.46938775510205,170,156,165,134,625,980,10.0,9.176470588235293,9.705882352941178,7.882352941176471,36.76470588235294,63.775510204081634,151,8.882352941176471,0.0,0.0,kirioruwa,4.0,4.562046090185326,1.610265807520742,5.919001543899217,2.292011457950213,0,False,False,False
Kandegedara Town,27A,1563,130,134,163,115,90,89,102,95,116,104,99,92,84,57,42,27,13,5,5,1,Badulla,Kandegedara Town,kandegedara town,Kandegedara Town,Kandegedara Town,1,1.0,AUTO_MATCH_OK,,427,902,234,27.319257837492,57.709532949456175,14.971209213051823,73.28159645232816,130,134,163,115,542,902,8.317338451695457,8.573256557901471,10.428662827895073,7.357645553422905,34.67690339091491,60.08869179600887,150,9.596928982725528,0.0,0.0,kandegedaratown,1.0,4.694157275871934,3.0039152321614937,4.694157275871934,3.0039152321614937,0,False,False,False
Demodara,20,659,63,49,60,41,37,48,53,46,49,36,50,48,21,22,13,10,3,6,0,4,Badulla,Demodara,demodara,,,2,,UNMATCHED,demodara,172,408,79,26.100151745068285,61.91198786039453,11.987860394537178,61.51960784313726,63,49,60,41,213,408,9.559939301972687,7.435508345978755,9.104704097116842,6.22154779969651,32.32169954476479,52.20588235294118,58,8.801213960546281,0.0,0.0,demodara,2.0,4.176123294260913,2.4230134233944502,5.608374171653959,3.370493971076414,1,False,False,False
Palawatta,20B,720,74,55,63,54,46,36,54,50,57,64,47,36,26,21,16,10,2,4,3,2,Badulla,Palawatta,palawatta,Palawatta,Palawatta,1,1.0,AUTO_MATCH_OK,,192,444,84,26.666666666666668,61.66666666666667,11.666666666666666,62.16216216216216,74,55,63,54,246,444,10.277777777777777,7.638888888888889,8.75,7.5,34.166666666666664,55.4054054054054,58,8.055555555555555,0.0,0.0,palawatta,1.0,7.028963599997465,2.845154228111501,7.028963599997465,2.845154228111501,1,False,False,False
Kahataruppa,19A,950,100,83,68,79,55,62,81,57,61,67,66,62,41,27,16,18,5,2,0,0,Badulla,Kahataruppa,kahataruppa,Kahataruppa,Kahataruppa,1,1.0,AUTO_MATCH_OK,,251,590,109,26.421052631578945,62.10526315789474,11.473684210526315,61.016949152542374,100,83,68,79,330,590,10.526315789473683,8.736842105263158,7.157894736842104,8.31578947368421,34.73684210526316,55.932203389830505,68,7.157894736842104,0.0,0.0,kahataruppa,1.0,6.793648811338901,1.8204531192425928,6.793648811338901,1.8204531192425928,1,False,False,False
Dambakote,20A,1118,99,94,86,88,68,70,89,77,76,77,83,76,52,39,20,13,6,5,0,0,Badulla,Dambakote,dambakote,Dambakote,Dambakote,1,1.0,AUTO_MATCH_OK,,279,704,135,24.955277280858677,62.9695885509839,12.075134168157424,58.80681818181818,99,94,86,88,367,704,8.85509838998211,8.407871198568873,7.6923076923076925,7.8711985688729875,32.826475849731665,52.13068181818182,83,7.4239713774597496,0.0,0.0,dambakote,1.0,8.348598142663048,2.963465884739734,8.348598142663048,2.963465884739734,1,False,False,False
Madugasthalawa North,19,610,52,47,44,38,40,36,48,42,49,42,52,44,26,22,9,11,5,2,1,0,Badulla,Madugasthalawa North,madugasthalawa north,Madugasthalawa North,Madugasthalawa North,1,1.0,AUTO_MATCH_OK,,143,391,76,23.442622950819672,64.09836065573771,12.459016393442624,56.01023017902813,52,47,44,38,181,391,8.524590163934425,7.704918032786885,7.213114754098362,6.229508196721312,29.67213114754098,46.29156010230179,50,8.19672131147541,0.0,0.0,madugasthalawanorth,1.0,6.765986090240849,5.506135270192235,6.765986090240849,5.506135270192235,1,False,False,False
Thalagahagedara,19B,858,84,86,70,54,47,57,79,65,56,50,49,50,50,19,17,12,5,2,2,4,Badulla,Thalagahagedara,thalagahagedara,Thalagahagedara,Thalagahagedara,1,1.0,AUTO_MATCH_OK,,240,507,111,27.972027972027973,59.09090909090909,12.937062937062937,69.23076923076923,84,86,70,54,294,507,9.79020979020979,10.023310023310025,8.158508158508159,6.293706293706294,34.26573426573427,57.98816568047337,61,7.109557109557109,0.0,0.0,thalagahagedara,1.0,7.250548058935997,3.7471266811942296,7.250548058935997,3.7471266811942296,0,False,False,False
Welgolla,89D,942,93,81,62,52,57,59,60,89,64,72,48,52,66,29,27,13,11,5,0,2,Badulla,Welgolla,welgolla,Welgolla,Welgolla,1,1.0,AUTO_MATCH_OK,,236,553,153,25.05307855626327,58.70488322717622,16.24203821656051,70.34358047016275,93,81,62,52,288,553,9.872611464968154,8.598726114649681,6.581740976645436,5.520169851380043,30.573248407643312,52.07956600361664,87,9.235668789808917,0.0,0.0,welgolla,1.0,5.883913990831197,5.844205069350489,5.883913990831197,5.844205069350489,0,False,False,False
Madugasthalawa South,19C,928,90,82,81,56,69,61,68,47,64,71,61,63,55,26,16,14,4,0,0,0,Badulla,Madugasthalawa South,madugasthalawa south,Madugasthalawa South,Madugasthalawa South,1,1.0,AUTO_MATCH_OK,,253,560,115,27.262931034482758,60.3448275862069,12.392241379310345,65.71428571428571,90,82,81,56,309,560,9.698275862068966,8.836206896551724,8.72844827586207,6.0344827586206895,33.297413793103445,55.17857142857143,60,6.4655172413793105,0.0,0.0,madugasthalawasouth,1.0,4.506596660871489,5.802837699183037,4.506596660871489,5.802837699183037,0,False,False,False
Gerandiella,89F,1607,140,178,186,96,97,85,114,100,111,108,101,74,77,65,32,27,11,2,2,1,Badulla,Gerandiella,gerandiella,Gerandiella,Gerandiella,1,1.0,AUTO_MATCH_OK,,504,886,217,31.3627878033603,55.133789670192904,13.503422526446796,81.37697516930022,140,178,186,96,600,886,8.711885500933416,11.076540136901059,11.574362165525825,5.973864343497199,37.336652146857496,67.72009029345372,140,8.711885500933416,0.0,1.0,gerandiella,1.0,3.4992077957142627,7.399756616110457,3.4992077957142627,7.399756616110457,0,False,False,False
Maligathenna,89E,823,63,80,79,59,39,61,56,50,63,65,68,37,27,25,27,14,5,4,1,0,Badulla,Maligathenna,maligathenna,,,3,,UNMATCHED,maligathenna,222,498,103,26.974483596597814,60.51032806804374,12.515188335358445,65.26104417670683,63,80,79,59,281,498,7.654921020656136,9.720534629404618,9.59902794653706,7.168894289185905,34.143377885783714,56.42570281124498,76,9.234507897934387,0.0,0.0,maligathenna,5.0,4.036949649288791,1.465960566914105,4.431668936954159,6.08265987468814,0,False,False,False
Medawelagama,89,2101,200,193,187,149,112,136,143,114,135,141,153,122,105,92,52,43,15,5,4,0,Badulla,Medawelagama,medawelagama,Medawelagama,Medawelagama,1,1.0,AUTO_MATCH_OK,,580,1205,316,27.60590195145169,57.353641123274635,15.040456925273679,74.35684647302905,200,193,187,149,729,1205,9.51927653498334,9.186101856258924,8.900523560209423,7.091861018562589,34.69776297001428,60.49792531120332,211,10.042836744407426,0.0,0.0,medawelagama,1.0,3.31512505967812,4.240382300667728,3.31512505967812,4.240382300667728,0,False,False,False
Paramahankada,89I,920,120,85,77,49,50,66,65,65,54,52,64,62,50,32,14,8,6,0,1,0,Badulla,Paramahankada,paramahankada,Paramahankada,Paramahankada,1,1.0,AUTO_MATCH_OK,,282,527,111,30.65217391304348,57.28260869565217,12.065217391304348,74.573055028463,120,85,77,49,331,527,13.043478260869565,9.239130434782608,8.369565217391305,5.326086956521739,35.97826086956522,62.808349146110054,61,6.630434782608696,0.0,0.0,paramahankada,1.0,2.88371630515981,2.800707990984836,2.88371630515981,2.800707990984836,0,False,False,False
Nikebedda,89H,1878,232,215,152,116,106,163,178,97,90,90,136,107,70,38,36,28,6,5,1,12,Badulla,Nikebedda,nikebedda,Nikebedda,Nikebedda,1,1.0,AUTO_MATCH_OK,,599,1083,196,31.895633652822152,57.66773162939297,10.436634717784878,73.40720221606648,232,215,152,116,715,1083,12.35356762513312,11.448349307774228,8.093716719914804,6.17678381256656,38.07241746538871,66.02031394275161,126,6.7092651757188495,0.0,0.0,nikebedda,1.0,4.213653510693227,4.175820639855735,4.213653510693227,4.175820639855735,0,False,False,False
Udagama,89A,1098,77,77,76,87,91,80,65,65,72,74,80,76,50,47,25,30,16,6,1,3,Badulla,Udagama,udagama,,,2,,UNMATCHED,udagama,230,690,178,20.9471766848816,62.841530054644814,16.21129326047359,59.130434782608695,77,77,76,87,317,690,7.012750455373407,7.012750455373407,6.9216757741347905,7.923497267759563,28.87067395264117,45.94202898550724,128,11.657559198542804,0.0,0.0,udagama,3.0,3.069028057260027,2.704168192794152,3.4790422907888376,3.488959045550625,1,False,False,False
Pelgahathenna,89G,2571,217,228,221,218,154,164,170,161,176,201,171,137,116,102,69,34,24,5,3,0,Badulla,Pelgahathenna,pelgahathenna,Pelgahathenna,Pelgahathenna,1,1.0,AUTO_MATCH_OK,,666,1552,353,25.90431738623104,60.365616491637496,13.730066122131465,65.65721649484536,217,228,221,218,884,1552,8.440295604823026,8.868144690781797,8.595877090626216,8.479190976273824,34.38350836250486,56.95876288659794,237,9.218203033838973,0.0,0.0,pelgahathenna,1.0,3.4980808644932777,3.549006438639947,3.4980808644932777,3.549006438639947,1,False,False,False
Sapuroda,89B,1058,92,105,81,72,68,77,61,73,78,70,80,62,42,40,22,20,10,4,1,0,Badulla,Sapuroda,sapuroda,Sapuroda,Sapuroda,1,1.0,AUTO_MATCH_OK,,278,641,139,26.27599243856333,60.58601134215501,13.137996219281664,65.05460218408736,92,105,81,72,350,641,8.695652173913043,9.924385633270322,7.655954631379962,6.805293005671078,33.0812854442344,54.60218408736349,97,9.168241965973536,0.0,0.0,sapuroda,1.0,2.3215113758707884,2.296488769091769,2.3215113758707884,2.296488769091769,0,False,False,False
Palagolla,88H,1034,117,97,82,85,70,70,79,56,64,66,77,61,40,30,23,7,4,6,0,0,Badulla,Palagolla,palagolla,Palagolla,Palagolla,1,1.0,AUTO_MATCH_OK,,296,628,110,28.62669245647969,60.73500967117988,10.638297872340425,64.64968152866241,117,97,82,85,381,628,11.315280464216634,9.381044487427467,7.930367504835589,8.220502901353965,36.847195357833655,60.668789808917204,70,6.769825918762089,0.0,0.0,palagolla,1.0,1.3943470400422886,1.4049913499854794,1.3943470400422886,1.4049913499854794,0,False,False,False
Gonagala West,88C,807,68,62,76,80,46,39,59,49,57,49,54,50,43,28,20,10,11,5,1,0,Badulla,Gonagala West,gonagala west,Gonagala West,Gonagala West,1,1.0,AUTO_MATCH_OK,,206,483,118,25.526641883519208,59.85130111524164,14.622057001239158,67.08074534161491,68,62,76,80,286,483,8.426270136307311,7.68277571251549,9.417596034696405,9.913258983890955,35.43990086741016,59.21325051759835,75,9.293680297397769,0.0,0.0,gonagalawest,1.0,2.4957331429598963,2.5745431488658013,2.4957331429598963,2.5745431488658013,1,False,False,False
Gonagala East,88I,1329,111,129,129,118,78,76,84,74,99,98,100,70,57,47,28,13,13,3,1,1,Badulla,Gonagala East,gonagala east,Gonagala East,Gonagala East,1,1.0,AUTO_MATCH_OK,,369,797,163,27.765237020316025,59.96990218209179,12.264860797592174,66.75031367628608,111,129,129,118,487,797,8.35214446952596,9.706546275395034,9.706546275395034,8.878856282919488,36.644093303235515,61.10414052697616,106,7.975921745673439,0.0,0.0,gonagalaeast,1.0,1.8891538321965653,1.9839117663293349,1.8891538321965653,1.9839117663293349,0,False,False,False
Kanahela,88A,1188,126,127,124,68,56,81,94,79,87,72,60,55,57,49,32,15,5,1,0,0,Badulla,Kanahela,kanahela,Kanahela,Kanahela,1,1.0,AUTO_MATCH_OK,,377,652,159,31.734006734006737,54.882154882154886,13.383838383838384,82.20858895705521,126,127,124,68,445,652,10.606060606060606,10.69023569023569,10.437710437710438,5.723905723905724,37.45791245791246,68.25153374233128,102,8.585858585858585,0.0,0.0,kanahela,1.0,0.8380282742550352,0.9363885753302068,0.8380282742550352,0.9363885753302068,0,False,False,False
Pallegama,88G,1133,104,92,103,85,85,72,71,63,75,69,77,74,61,50,21,17,10,3,1,0,Badulla,Pallegama,pallegama,,,2,,UNMATCHED,pallegama,299,671,163,26.3901147396293,59.22330097087378,14.386584289496913,68.85245901639344,104,92,103,85,384,671,9.179170344218889,8.120035304501325,9.090909090909092,7.502206531332744,33.89232127096205,57.22801788375559,102,9.002647837599294,0.0,0.0,pallegama,4.0,4.037900484676071,4.162402177620708,8.191696301615766,29.998887873225723,0,False,False,False
Passara Town North,88B,1387,105,103,139,131,125,95,106,76,85,101,74,81,65,37,33,18,8,3,1,1,Badulla,Passara Town North,passara town north,Passara Town North,Passara Town North,1,1.0,AUTO_MATCH_OK,,347,874,166,25.018024513338137,63.013698630136986,11.968276856524874,58.69565217391305,105,103,139,131,478,874,7.570295602018745,7.426099495313626,10.021629416005768,9.444844989185292,34.46286950252343,54.69107551487414,101,7.281903388608507,0.0,0.0,passaratownnorth,1.0,0.313427388845146,0.2554321463005993,0.313427388845146,0.2554321463005993,1,False,False,False
Passara Town South,88K,854,81,79,66,80,70,64,66,55,62,55,49,36,30,21,16,14,6,2,0,2,Badulla,Passara Town South,passara town south,Passara Town South,Passara Town South,1,1.0,AUTO_MATCH_OK,,226,537,91,26.46370023419204,62.880562060889936,10.655737704918032,59.0316573556797,81,79,66,80,306,537,9.484777517564403,9.250585480093678,7.728337236533958,9.367681498829041,35.831381733021075,56.98324022346368,61,7.142857142857142,1.0,0.0,passaratownsouth,1.0,0.0776304773864216,0.0930337600486689,0.0776304773864216,0.0930337600486689,1,False,False,False
Passara Town East,88L,1188,120,121,102,90,91,99,91,77,66,73,62,64,53,34,25,8,7,4,1,0,Badulla,Passara Town East,passara town east,Passara Town East,Passara Town East,1,1.0,AUTO_MATCH_OK,,343,713,132,28.872053872053872,60.01683501683501,11.11111111111111,66.61991584852734,120,121,102,90,433,713,10.1010101010101,10.185185185185185,8.585858585858585,7.575757575757576,36.447811447811446,60.72931276297335,79,6.6498316498316505,0.0,0.0,passaratowneast,1.0,0.7244476649563678,0.6220071821710044,0.7244476649563678,0.6220071821710044,0,False,False,False
Ambathenna West,88M,1812,184,189,191,162,139,141,132,110,105,115,116,81,65,38,22,10,8,1,2,1,Badulla,Ambathenna West,ambathenna west,Ambathenna West,Ambathenna West,1,1.0,AUTO_MATCH_OK,,564,1101,147,31.125827814569533,60.76158940397352,8.112582781456954,64.57765667574932,184,189,191,162,726,1101,10.154525386313466,10.43046357615894,10.54083885209713,8.940397350993377,40.06622516556291,65.9400544959128,82,4.525386313465784,0.0,0.0,ambathennawest,1.0,1.232740754022409,1.166654691454312,1.232740754022409,1.166654691454312,0,False,False,False
